Symbol(CUSIP),Security Description,Quantity,Date Acquired,Date Sold,Proceeds,Cost Basis,Short Term Gain/Loss,Long Term Gain/Loss
SRAX(83362P300),"SOCIAL REALITY INC COM CL A NEW",100.00000,11/27/2017,12/12/2017,"$578.80 ","$649.95 ","($71.15)",-
S170728C8.5(3281119EC),"CALL (S) SPRINT CORPORATION JUL 28 17 $8.5 (100 SHS)",5.00000,07/21/2017,07/28/2017,"$0.00 ","$126.22 ","($126.22)",-
TEUM(69946T207),"PARETEUM CORP COM NEW",300.00000,12/20/2017,12/27/2017,"$830.53 ","$451.49 ","$379.04 ",-
TEUM(69946T207),"PARETEUM CORP COM NEW",265.00000,12/20/2017,12/27/2017,"$736.68 ","$398.81 ","$337.87 ",-
TEUM(69946T207),"PARETEUM CORP COM NEW",100.00000,12/20/2017,12/27/2017,"$277.49 ","$150.49 ","$127.00 ",-
TEUM(69946T207),"PARETEUM CORP COM NEW",335.00000,12/20/2017,12/27/2017,"$927.92 ","$504.16 ","$423.76 ",-
TEUM(69946T207),"PARETEUM CORP COM NEW",1000.00000,12/18/2017,12/26/2017,"$2000.00 ","$1213.95 ","$786.05 ",-
TMUS(872590104),"T MOBILE US INC COM USD0.00001",300.00000,08/18/2017,10/11/2017,"$18303.62 ","$20021.98 ","($1718.36)",-
TMUS170922P62(3350739CW),"PUT (TMUS) T MOBILE US INC COM SEP 22 17 $62 (100 SHS)",3.00000,09/15/2017,09/19/2017,"$442.96 ","$27.12 ","$415.84 ",-
TMUS171020P64(3406189EY),"PUT (TMUS) T MOBILE US INC COM OCT 20 17 $64 (100 SHS)",3.00000,09/20/2017,10/19/2017,"$592.96 ","$817.02 ","($224.06)",-
TRXC(89366M201),"TRANSENTERIX INC",1000.00000,10/16/2017,11/13/2017,"$3147.55 ","$2554.85 ","$592.70 ",-
TRXC(89366M201),"TRANSENTERIX INC",1000.00000,10/17/2017,11/13/2017,"$3147.55 ","$3959.95 ","($812.40)",-
TRXC171020C3(3154109DZ),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $3 (100 SHS)",10.00000,10/16/2017,10/18/2017,"$818.11 ","$311.87 ","$506.24 ",-
TRXC171020C4(3154109VT),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $4 (100 SHS)",10.00000,10/17/2017,10/17/2017,"$488.11 ","$605.37 ","($117.26)",-
TRXC171020C5(3154109BX),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $5 (100 SHS)",10.00000,10/17/2017,10/20/2017,"$0.00 ","$361.87 ","($361.87)",-
TRXC171020C5(3154109BX),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $5 (100 SHS)",10.00000,10/17/2017,10/20/2017,"$0.00 ","$611.87 ","($611.87)",-
TRXC171020C5(3154109BX),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $5 (100 SHS)",10.00000,10/17/2017,10/20/2017,"$0.00 ","$210.42 ","($210.42)",-
TRXC171020C7(3154109JF),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $7 (100 SHS)",12.00000,10/17/2017,10/20/2017,"$0.00 ","$192.95 ","($192.95)",-
TRXC171020C7(3154109JF),"CALL (TRXC) TRANSENTERIX INC OCT 20 17 $7 (100 SHS)",88.00000,10/17/2017,10/20/2017,"$0.00 ","$1381.15 ","($1381.15)",-
TRXC171020P3(3154109HD),"PUT (TRXC) TRANSENTERIX INC OCT 20 17 $3 (100 SHS)",10.00000,10/16/2017,10/18/2017,"$638.11 ","$100.42 ","$537.69 ",-
TRXC171020P5(3154109AW),"PUT (TRXC) TRANSENTERIX INC OCT 20 17 $5 (100 SHS)",10.00000,10/16/2017,10/18/2017,"$2488.07 ","$1511.87 ","$976.20 ",-
TRXC171117C5(3435589BV),"CALL (TRXC) TRANSENTERIX INC NOV 17 17 $5 (100 SHS)",10.00000,10/17/2017,11/17/2017,"$0.00 ","$911.87 ","($911.87)",-
TRXC171117C5(3435589BV),"CALL (TRXC) TRANSENTERIX INC NOV 17 17 $5 (100 SHS)",10.00000,10/19/2017,11/17/2017,"$0.00 ","$157.92 ","($157.92)",-
TRXC171117C5(3435589BV),"CALL (TRXC) TRANSENTERIX INC NOV 17 17 $5 (100 SHS)",10.00000,10/20/2017,11/17/2017,"$0.00 ","$105.42 ","($105.42)",-
TRXC171117C5(3435589BV),"CALL (TRXC) TRANSENTERIX INC NOV 17 17 $5 (100 SHS)",20.00000,10/24/2017,11/17/2017,"$0.00 ","$105.83 ","($105.83)",-
TRXC171117P3(3406319FB),"PUT (TRXC) TRANSENTERIX INC NOV 17 17 $3 (100 SHS)",10.00000,11/06/2017,11/13/2017,"$488.11 ","$475.14 ","$12.97 ",-
TRXC171117P3(3406319FB),"PUT (TRXC) TRANSENTERIX INC NOV 17 17 $3 (100 SHS)",10.00000,11/07/2017,11/13/2017,"$598.11 ","$212.89 ","$385.22 ",-
TRXC171117P3(3406319FB),"PUT (TRXC) TRANSENTERIX INC NOV 17 17 $3 (100 SHS)",1.00000,11/06/2017,11/07/2017,"$40.00 ","$65.54 ","($25.54)",-
,,,,Wash Sale,"$0.00 ","($25.54)","$25.54 ",-
TRXC171117P3(3406319FB),"PUT (TRXC) TRANSENTERIX INC NOV 17 17 $3 (100 SHS)",9.00000,11/06/2017,11/07/2017,"$353.12 ","$589.83 ","($236.71)",-
,,,,Wash Sale,"$0.00 ","($236.71)","$236.71 ",-
TRXC171117P4(3406319HD),"PUT (TRXC) TRANSENTERIX INC NOV 17 17 $4 (100 SHS)",10.00000,10/16/2017,10/26/2017,"$1238.10 ","$1181.87 ","$56.23 ",-
TRXC171117P5(3435589OK),"PUT (TRXC) TRANSENTERIX INC NOV 17 17 $5 (100 SHS)",50.00000,10/17/2017,10/18/2017,"$9060.25 ","$8817.53 ","$242.72 ",-
TRXC171215C3(3442749NJ),"CALL (TRXC) TRANSENTERIX INC DEC 15 17 $3 (100 SHS)",50.00000,10/31/2017,11/13/2017,"$2610.40 ","$2739.53 ","($129.13)",-
TRXC171215P4(3442749PL),"PUT (TRXC) TRANSENTERIX INC DEC 15 17 $4 (100 SHS)",50.00000,10/27/2017,11/02/2017,"$7960.28 ","$7489.53 ","$470.75 ",-
TRXC180119P4(3264199QK),"PUT (TRXC) TRANSENTERIX INC JAN 19 18 $4 (100 SHS)",10.00000,10/16/2017,10/18/2017,"$1888.08 ","$1371.87 ","$516.21 ",-
TRXC180420C4(3371369KE),"CALL (TRXC) TRANSENTERIX INC APR 20 18 $4 (100 SHS)",30.00000,10/16/2017,10/18/2017,"$2854.23 ","$1525.70 ","$1328.53 ",-
TTWO170616C70(3124379EE),"CALL (TTWO) TAKE-TWO INTERACTIVEJUN 16 17 $70 (100 SHS)",1.00000,05/19/2017,05/23/2017,"$394.35 ","$175.64 ","$218.71 ",-
TTWO170721C75(3264269BZ),"CALL (TTWO) TAKE-TWO INTERACTIVEJUL 21 17 $75 (100 SHS)",1.00000,06/01/2017,07/21/2017,"$386.82 ","$535.64 ","($148.82)",-
TTWO170721C75(3264269BZ),"CALL (TTWO) TAKE-TWO INTERACTIVEJUL 21 17 $75 (100 SHS)",1.00000,06/02/2017,07/21/2017,"$386.82 ","$425.64 ","($38.82)",-
TTWO170721C75(3264269BZ),"CALL (TTWO) TAKE-TWO INTERACTIVEJUL 21 17 $75 (100 SHS)",1.00000,06/19/2017,07/21/2017,"$392.35 ","$305.64 ","$86.71 ",-
VHC(92823T108),"VIRNETX HLDG CORP COM",1000.00000,10/16/2017,11/13/2017,"$4644.94 ","$9004.50 ","($4359.56)",-
VSAR171020C5(3286369GA),"CALL (VSAR) VERSARTIS INC COM OCT 20 17 $5 (100 SHS)",10.00000,09/26/2017,10/20/2017,"$0.00 ","$95.37 ","($95.37)",-
VSAR171020P17.5(3155109QO),"PUT (VSAR) VERSARTIS INC COM OCT 20 17 $17.5 (100 SHS)",1.00000,09/22/2017,09/22/2017,"$1434.32 ","$1475.64 ","($41.32)",-
ZGNX171020C20(3168219PN),"CALL (ZGNX) ZOGENIX INC COM NEW OCT 20 17 $20 (100 SHS)",1.00000,09/29/2017,09/29/2017,"$1134.33 ","$855.64 ","$278.69 ",-
ZGNX171020P10(3156079XV),"PUT (ZGNX) ZOGENIX INC COM NEW OCT 20 17 $10 (100 SHS)",1.00000,09/21/2017,09/29/2017,"$404.35 ","$4.04 ","$400.31 ",-
ZGNX171020P14(3156079QO),"PUT (ZGNX) ZOGENIX INC COM NEW OCT 20 17 $14 (100 SHS)",1.00000,08/31/2017,09/29/2017,"$704.34 ","$10.04 ","$694.30 ",-
ZGNX171020P20(3168219MK),"PUT (ZGNX) ZOGENIX INC COM NEW OCT 20 17 $20 (100 SHS)",1.00000,09/11/2017,09/29/2017,"$846.82 ","$44.99 ","$801.83 ",-
ZGNX171020P20(3168219MK),"PUT (ZGNX) ZOGENIX INC COM NEW OCT 20 17 $20 (100 SHS)",1.00000,09/11/2017,09/29/2017,"$846.81 ","$43.99 ","$802.82 ",-
ZYNE(98986X109),"ZYNERBA PHARMACEUTICALS INC COM",100.00000,08/18/2017,10/11/2017,"$1040.87 ","$1029.61 ","$11.26 ",-
ZYNE(98986X109),"ZYNERBA PHARMACEUTICALS INC COM",100.00000,08/18/2017,10/11/2017,"$1040.87 ","$1160.61 ","($119.74)",-
ZYNE171020P7.5(3373049VP),"PUT (ZYNE) ZYNERBA OCT 20 17 $7.5 (100 SHS)",3.00000,09/26/2017,09/26/2017,"$592.96 ","$616.02 ","($23.06)",-
